kor_kimlik,mod,insan_faaliyeti,alt_kategori,guven,goruntu_yeterli,yeniden_incele,not,etiket_sirasi,kaydedilme_zamani,kosu_protokol,kosu_manifest,kosu_manifest_ozeti,kosu_arac,kosu_tohum,kosu_kapsam_notu
a0020,ana,belirsiz,belirsiz,yuksek,evet,hayir,,16,2026-09-13T07:19:29.454Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0022,ana,yok,yol_patika,yuksek,evet,hayir,,17,2026-09-13T07:19:33.535Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0024,ana,yok,yol_patika,yuksek,evet,hayir,,18,2026-09-13T07:19:37.033Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0026,ana,yok,dogal_bitki,yuksek,evet,hayir,,19,2026-09-13T07:19:41.649Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0028,ana,belirsiz,belirsiz,yuksek,evet,hayir,,20,2026-09-13T07:19:45.320Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0030,ana,var,insan_suphesi,yuksek,evet,hayir,,21,2026-09-13T07:19:48.554Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0032,ana,var,altyapi_ekipman,yuksek,evet,hayir,,22,2026-09-13T07:19:57.185Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0034,ana,yok,dogal_bitki,yuksek,evet,hayir,,23,2026-09-13T07:20:01.938Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0036,ana,var,dogal_bitki,yuksek,evet,hayir,,24,2026-09-13T07:20:07.505Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0038,ana,var,insan_suphesi,yuksek,evet,hayir,,25,2026-09-13T07:20:10.271Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0040,ana,var,insan_suphesi,yuksek,evet,hayir,,26,2026-09-13T07:20:14.703Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0042,ana,yok,dogal_bitki,yuksek,evet,hayir,,27,2026-09-13T07:20:18.630Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0044,ana,yok,altyapi_ekipman,yuksek,evet,hayir,,28,2026-09-13T07:20:22.716Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0046,ana,var,dogal_bitki,yuksek,evet,hayir,,29,2026-09-13T07:20:26.037Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0048,ana,var,insan_suphesi,yuksek,evet,hayir,,30,2026-09-13T07:20:28.287Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0050,ana,var,altyapi_ekipman,yuksek,evet,hayir,,31,2026-09-13T07:20:31.932Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0052,ana,yok,yol_patika,yuksek,evet,hayir,,32,2026-09-13T07:20:41.695Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0054,ana,yok,dogal_bitki,yuksek,evet,hayir,,33,2026-09-13T07:20:46.013Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0056,ana,yok,belirsiz,yuksek,evet,hayir,,34,2026-09-13T07:20:52.890Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0058,ana,yok,yol_patika,yuksek,evet,hayir,,35,2026-09-13T07:20:57.682Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0060,ana,var,insan_suphesi,yuksek,evet,hayir,,36,2026-09-13T07:21:07.143Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0062,ana,var,belirsiz,yuksek,evet,hayir,,37,2026-09-13T07:21:10.812Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0064,ana,var,belirsiz,yuksek,evet,hayir,,38,2026-09-13T07:21:16.809Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0066,ana,belirsiz,belirsiz,yuksek,evet,hayir,,39,2026-09-13T07:21:24.577Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0068,ana,belirsiz,belirsiz,yuksek,evet,hayir,,40,2026-09-13T07:21:30.796Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0070,ana,yok,belirsiz,yuksek,evet,hayir,,41,2026-09-13T07:21:37.445Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0072,ana,var,insan_suphesi,yuksek,evet,hayir,,42,2026-09-13T07:21:40.258Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0074,ana,var,baska,yuksek,evet,hayir,,43,2026-09-13T07:21:46.069Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0076,ana,yok,belirsiz,yuksek,evet,hayir,,44,2026-09-13T07:21:50.336Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0078,ana,yok,belirsiz,yuksek,evet,hayir,,45,2026-09-13T07:21:55.209Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0080,ana,yok,golge_isik,yuksek,evet,hayir,,46,2026-09-13T07:22:01.498Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0082,ana,var,dogal_bitki,yuksek,evet,hayir,,47,2026-09-13T07:22:06.888Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0084,ana,var,baska,yuksek,evet,hayir,,48,2026-09-13T07:22:12.114Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0086,ana,yok,baska,yuksek,evet,hayir,,49,2026-09-13T07:22:20.005Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0088,ana,var,altyapi_ekipman,yuksek,evet,hayir,,50,2026-09-13T07:22:30.851Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0090,ana,var,insan_suphesi,yuksek,evet,hayir,,51,2026-09-13T07:22:34.708Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0092,ana,var,insan_suphesi,yuksek,evet,hayir,,52,2026-09-13T07:22:39.153Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0094,ana,yok,baska,yuksek,evet,hayir,,53,2026-09-13T07:22:45.751Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0096,ana,yok,yol_patika,yuksek,evet,hayir,,54,2026-09-13T07:22:49.981Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0098,ana,var,altyapi_ekipman,yuksek,evet,hayir,,55,2026-09-13T07:22:54.496Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0100,ana,yok,baska,yuksek,evet,hayir,,56,2026-09-13T07:23:01.857Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0102,ana,var,insan_suphesi,yuksek,evet,hayir,,57,2026-09-13T07:23:04.769Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0104,ana,yok,yol_patika,yuksek,evet,hayir,,58,2026-09-13T07:23:07.247Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0106,ana,yok,dogal_bitki,yuksek,evet,hayir,,59,2026-09-13T07:23:13.333Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0108,ana,var,insan_suphesi,yuksek,evet,hayir,,60,2026-09-13T07:23:17.993Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0110,ana,var,insan_suphesi,yuksek,evet,hayir,,61,2026-09-13T07:23:20.671Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0112,ana,var,dogal_bitki,yuksek,evet,hayir,,62,2026-09-13T07:23:23.170Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0114,ana,var,insan_suphesi,yuksek,evet,hayir,,63,2026-09-13T07:23:25.471Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0116,ana,yok,dogal_bitki,yuksek,evet,hayir,,64,2026-09-13T07:23:28.848Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0118,ana,var,insan_suphesi,yuksek,evet,hayir,,65,2026-09-13T07:23:31.146Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0120,ana,yok,dogal_bitki,yuksek,evet,hayir,,66,2026-09-13T07:23:34.285Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0122,ana,var,insan_suphesi,yuksek,evet,hayir,,67,2026-09-13T07:23:36.955Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0124,ana,var,insan_suphesi,yuksek,evet,hayir,,68,2026-09-13T07:23:39.014Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
a0126,ana,yok,tarimsal_duzen,yuksek,evet,hayir,,69,2026-09-13T07:23:42.970Z,reports/hafta7_fp_protokolu.md,reports/hafta7_fp_etiket_manifesti.csv,6acdb58f078d49eb,frontend etiketleme.html (yerel gelistirme araci),20260913,"Tek etiketleyici. mod=ana birincil tur, mod=kalite ayni adaylarin yeniden-test turudur; annotatorlar arasi guvenilirlik DEGILDIR."
